學校代碼,學校名稱,等級,僑居地,在學學生人數_男,在學學生人數_女,新生,舊生,上學年度畢業生人數_男,上學年度畢業生人數_女
0027,國立高雄應用科技大學,學士,南非,1,0,0,1,0,0
0027,國立高雄應用科技大學,學士,加拿大,0,0,0,0,1,0
0027,國立高雄應用科技大學,學士,薩爾瓦多,1,0,0,1,0,0
0028,國立臺北藝術大學,碩士,南韓,0,1,0,1,0,0
0028,國立臺北藝術大學,碩士,馬來西亞,8,8,6,10,2,1
0028,國立臺北藝術大學,碩士,泰國,0,1,0,1,0,0
0028,國立臺北藝術大學,碩士,美國,1,1,0,2,0,0
0028,國立臺北藝術大學,學士,日本,0,1,1,0,0,0
0028,國立臺北藝術大學,學士,馬來西亞,10,9,6,13,1,3
0028,國立臺北藝術大學,學士,菲律賓,0,0,0,0,0,1
0028,國立臺北藝術大學,學士,泰國,1,0,0,1,0,0
0028,國立臺北藝術大學,學士,加拿大,0,1,1,0,0,0
0028,國立臺北藝術大學,學士,美國,1,0,0,1,0,0
0029,國立臺灣藝術大學,碩士,日本,1,0,0,1,0,0
0029,國立臺灣藝術大學,碩士,馬來西亞,5,6,4,7,0,1
0029,國立臺灣藝術大學,碩士,菲律賓,1,0,0,1,0,0
0029,國立臺灣藝術大學,碩士,泰國,1,0,0,1,0,0
0029,國立臺灣藝術大學,碩士,南非,1,0,1,0,0,0
0029,國立臺灣藝術大學,碩士,加拿大,0,1,0,1,0,1
0029,國立臺灣藝術大學,碩士,美國,1,0,0,1,0,0
0029,國立臺灣藝術大學,學士,緬甸,1,0,0,1,0,0
0029,國立臺灣藝術大學,學士,印尼,1,4,0,5,0,1
0029,國立臺灣藝術大學,學士,南韓,0,1,0,1,0,1
0029,國立臺灣藝術大學,學士,馬來西亞,7,19,6,20,3,3
0029,國立臺灣藝術大學,學士,泰國,1,0,0,1,0,0
0029,國立臺灣藝術大學,學士,越南,0,3,0,3,1,0
0029,國立臺灣藝術大學,學士,美國,1,1,0,2,0,0
0029,國立臺灣藝術大學,學士,秘魯,0,1,0,1,0,0
0030,國立臺東大學,碩士,馬來西亞,0,1,1,0,0,0
0030,國立臺東大學,學士,緬甸,0,2,1,1,0,0
0030,國立臺東大學,學士,印尼,1,1,0,2,0,2
0030,國立臺東大學,學士,馬來西亞,12,17,9,20,1,1
0031,國立宜蘭大學,碩士,馬來西亞,3,1,4,0,0,1
0031,國立宜蘭大學,學士,緬甸,0,3,2,1,0,0
0031,國立宜蘭大學,學士,印尼,1,2,0,3,1,0
0031,國立宜蘭大學,學士,馬來西亞,33,16,19,30,4,1
0031,國立宜蘭大學,學士,越南,0,1,0,1,0,0
0032,國立聯合大學,碩士,印尼,1,0,1,0,0,0
0032,國立聯合大學,碩士,馬來西亞,1,1,2,0,0,0
0032,國立聯合大學,學士,緬甸,1,0,1,0,0,0
0032,國立聯合大學,學士,印尼,4,2,2,4,0,3
0032,國立聯合大學,學士,南韓,1,0,0,1,0,0
0032,國立聯合大學,學士,馬來西亞,20,9,9,20,4,3
0032,國立聯合大學,學士,泰國,1,0,0,1,0,0
0032,國立聯合大學,學士,越南,0,1,0,1,0,1
0032,國立聯合大學,學士,南非,1,0,0,1,0,1
0032,國立聯合大學,學士,墨西哥,0,1,0,1,0,0
0033,國立虎尾科技大學,學士,印尼,3,1,1,3,0,0
0033,國立虎尾科技大學,學士,馬來西亞,15,4,4,15,3,0
0033,國立虎尾科技大學,學士,美國,0,1,0,1,0,0
0034,國立高雄海洋科技大學,學士,緬甸,2,0,0,2,0,0
0034,國立高雄海洋科技大學,學士,印尼,4,1,2,3,0,0
0034,國立高雄海洋科技大學,學士,日本,2,0,2,0,0,0
0034,國立高雄海洋科技大學,學士,馬來西亞,16,8,6,18,3,1
0035,國立臺南藝術大學,學士,馬來西亞,1,0,1,0,0,1
0036,國立臺南大學,碩士,馬來西亞,2,2,1,3,1,0
0036,國立臺南大學,碩士,新加坡,1,0,0,1,0,0
0036,國立臺南大學,學士,緬甸,0,1,0,1,0,0
0036,國立臺南大學,學士,印尼,3,2,0,5,0,0
0036,國立臺南大學,學士,馬來西亞,21,24,15,30,3,2
0036,國立臺南大學,學士,美國,1,0,1,0,0,0
0036,國立臺南大學,學士,厄瓜多,0,0,0,0,0,1
0036,國立臺南大學,學士,巴拉圭,0,1,0,1,0,0
0037,國立臺北教育大學,碩士,馬來西亞,2,3,3,2,0,1
0037,國立臺北教育大學,碩士,加拿大,1,0,1,0,0,0
0037,國立臺北教育大學,碩士,美國,0,1,1,0,0,0
0037,國立臺北教育大學,學士,緬甸,5,6,3,8,1,0
0037,國立臺北教育大學,學士,印尼,0,4,3,1,0,0
0037,國立臺北教育大學,學士,日本,2,2,0,4,0,0
0037,國立臺北教育大學,學士,馬來西亞,14,28,15,27,0,3
0037,國立臺北教育大學,學士,新加坡,0,1,0,1,0,0
0037,國立臺北教育大學,學士,泰國,0,1,0,1,0,0
0037,國立臺北教育大學,學士,加拿大,1,0,0,1,0,0
0038,國立新竹教育大學,碩士,馬來西亞,0,2,1,1,0,0
0038,國立新竹教育大學,學士,緬甸,0,4,4,0,0,0
0038,國立新竹教育大學,學士,印尼,1,2,1,2,0,0
0038,國立新竹教育大學,學士,日本,0,1,0,1,0,1
0038,國立新竹教育大學,學士,南韓,0,1,1,0,0,0
0038,國立新竹教育大學,學士,馬來西亞,8,26,13,21,0,1
0038,國立新竹教育大學,學士,泰國,0,1,0,1,0,0
0038,國立新竹教育大學,學士,越南,0,1,0,1,0,0
0038,國立新竹教育大學,學士,汶萊,1,0,1,0,0,0
0038,國立新竹教育大學,學士,加拿大,1,0,1,0,0,0
0038,國立新竹教育大學,學士,委內瑞拉,0,1,1,0,0,0
0039,國立臺中教育大學,碩士,馬來西亞,0,4,2,2,0,0
0039,國立臺中教育大學,學士,緬甸,3,7,4,6,0,0
0039,國立臺中教育大學,學士,印尼,6,11,6,11,0,0
0039,國立臺中教育大學,學士,南韓,0,1,0,1,0,0
0039,國立臺中教育大學,學士,馬來西亞,18,40,19,39,1,2
0039,國立臺中教育大學,學士,泰國,2,0,0,2,0,0
0039,國立臺中教育大學,學士,越南,0,4,2,2,0,0
0039,國立臺中教育大學,學士,汶萊,1,0,0,1,0,0
0039,國立臺中教育大學,學士,美國,0,1,0,1,0,0
0039,國立臺中教育大學,學士,阿根廷,1,0,1,0,0,0
0039,國立臺中教育大學,學士,厄瓜多,0,1,0,1,0,0
0042,國立澎湖科技大學,學士,印尼,2,0,1,1,0,0
0042,國立澎湖科技大學,學士,馬來西亞,16,5,6,15,0,0
0043,國立勤益科技大學,學士,緬甸,0,1,0,1,0,0
0043,國立勤益科技大學,學士,印尼,0,3,0,3,1,0
0043,國立勤益科技大學,學士,馬來西亞,9,2,5,6,2,1
0043,國立勤益科技大學,學士,泰國,0,0,0,0,0,1
0043,國立勤益科技大學,學士,越南,0,1,0,1,0,1
0043,國立勤益科技大學,學士,南非,1,0,0,1,0,0
0043,國立勤益科技大學,學士,多明尼加,1,0,1,0,0,0
0043,國立勤益科技大學,學士,智利,0,0,0,0,1,0
0043,國立勤益科技大學,學士,厄瓜多,1,0,0,1,0,0
0044,國立體育大學,碩士,馬來西亞,3,0,2,1,1,0
0044,國立體育大學,學士,馬來西亞,9,3,4,8,1,0
0044,國立體育大學,學士,越南,1,0,0,1,0,0
0044,國立體育大學,學士,南非,1,0,0,1,0,0
0046,國立臺北護理健康大學,碩士,馬來西亞,1,0,0,1,0,0
0046,國立臺北護理健康大學,碩士,巴拉圭,0,0,0,0,0,1
0046,國立臺北護理健康大學,學士,緬甸,1,5,1,5,0,0
0046,國立臺北護理健康大學,學士,馬來西亞,3,16,8,11,0,0
0046,國立臺北護理健康大學,學士,泰國,0,0,0,0,0,1
0046,國立臺北護理健康大學,學士,越南,0,1,1,0,0,0
0046,國立臺北護理健康大學,學士,多明尼加,0,1,0,1,0,0
0047,國立高雄餐旅大學,碩士,緬甸,0,1,0,1,0,0
0047,國立高雄餐旅大學,碩士,印尼,0,0,0,0,1,0
0047,國立高雄餐旅大學,碩士,馬來西亞,2,1,2,1,0,0
0047,國立高雄餐旅大學,學士,緬甸,1,1,1,1,0,0
0047,國立高雄餐旅大學,學士,印尼,10,29,11,28,4,2
0047,國立高雄餐旅大學,學士,馬來西亞,28,41,19,50,4,6
0047,國立高雄餐旅大學,學士,菲律賓,0,1,0,1,0,0
0047,國立高雄餐旅大學,學士,泰國,2,2,1,3,0,0
0047,國立高雄餐旅大學,學士,阿拉伯聯合大公國,0,0,0,0,1,0
0047,國立高雄餐旅大學,學士,越南,1,3,2,2,0,0
0047,國立高雄餐旅大學,學士,澳大利亞,0,1,0,1,1,0
0047,國立高雄餐旅大學,學士,紐西蘭,1,0,0,1,0,0
0047,國立高雄餐旅大學,學士,南非,0,2,0,2,0,1
0047,國立高雄餐旅大學,學士,加拿大,1,0,0,1,0,0
0047,國立高雄餐旅大學,學士,哥斯大黎加,0,0,0,0,1,0
0047,國立高雄餐旅大學,學士,多明尼加,1,1,0,2,0,0
0047,國立高雄餐旅大學,學士,貝里斯,1,1,0,2,0,1
0047,國立高雄餐旅大學,學士,美國,1,1,0,2,0,0
0047,國立高雄餐旅大學,學士,巴西,1,2,2,1,0,0
0047,國立高雄餐旅大學,學士,厄瓜多,1,0,1,0,0,0
0048,國立金門大學,學士,馬來西亞,21,14,13,22,3,0
0048,國立金門大學,學士,越南,2,0,0,2,0,0
0049,國立臺灣體育運動大學,碩士,馬來西亞,0,3,1,2,0,0
0049,國立臺灣體育運動大學,學士,印尼,0,1,0,1,0,0
0049,國立臺灣體育運動大學,學士,日本,2,0,1,1,0,0
0049,國立臺灣體育運動大學,學士,馬來西亞,19,4,5,18,0,0
0049,國立臺灣體育運動大學,學士,貝里斯,1,0,0,1,0,0
0050,國立臺中科技大學,學士,緬甸,1,0,0,1,0,1
0050,國立臺中科技大學,學士,印尼,5,2,1,6,1,0
0050,國立臺中科技大學,學士,日本,0,0,0,0,0,1
0050,國立臺中科技大學,學士,馬來西亞,12,9,10,11,0,1
0050,國立臺中科技大學,學士,泰國,1,1,1,1,0,0
0050,國立臺中科技大學,學士,越南,5,3,2,6,0,0
0050,國立臺中科技大學,學士,南非,1,0,0,1,0,0
0050,國立臺中科技大學,學士,美國,0,1,1,0,0,0
0050,國立臺中科技大學,學士,多米尼克,1,0,1,0,0,0
0050,國立臺中科技大學,專科,日本,1,0,0,1,0,0
0050,國立臺中科技大學,專科,泰國,3,7,2,8,0,0
0050,國立臺中科技大學,專科,越南,0,0,0,0,1,0
0050,國立臺中科技大學,專科,貝里斯,1,0,1,0,0,0
0050,國立臺中科技大學,專科,阿根廷,1,0,0,1,0,0
0051,國立臺北商業大學,碩士,印尼,2,1,3,0,0,0
0051,國立臺北商業大學,碩士,南韓,0,1,0,1,0,0
0051,國立臺北商業大學,碩士,越南,0,1,0,1,0,0
0051,國立臺北商業大學,學士,緬甸,3,10,4,9,0,1
0051,國立臺北商業大學,學士,印尼,3,10,5,8,0,1
0051,國立臺北商業大學,學士,印尼,0,1,0,1,0,0
0051,國立臺北商業大學,學士,日本,1,3,0,4,0,2
0051,國立臺北商業大學,學士,馬來西亞,10,6,9,7,0,0
0051,國立臺北商業大學,學士,菲律賓,0,1,0,1,0,1
0051,國立臺北商業大學,學士,泰國,1,5,0,6,0,0
0051,國立臺北商業大學,學士,越南,4,8,4,8,0,0
0051,國立臺北商業大學,學士,越南,1,0,0,1,0,0
0051,國立臺北商業大學,學士,澳大利亞,1,1,1,1,0,0
0051,國立臺北商業大學,學士,模里西斯,0,1,0,1,0,0
0051,國立臺北商業大學,學士,巴拿馬,1,0,0,1,0,0
0051,國立臺北商業大學,學士,巴西,1,0,0,1,0,0
0051,國立臺北商業大學,專科,緬甸,2,1,1,2,0,0
0051,國立臺北商業大學,專科,印尼,2,1,1,2,0,1
0051,國立臺北商業大學,專科,日本,0,1,0,1,0,0
0051,國立臺北商業大學,專科,約旦,1,1,1,1,0,0
0051,國立臺北商業大學,專科,馬來西亞,1,2,0,3,0,0
0051,國立臺北商業大學,專科,巴基斯坦,1,0,0,1,0,0
0051,國立臺北商業大學,專科,菲律賓,0,1,0,1,0,0
0051,國立臺北商業大學,專科,泰國,0,2,0,2,0,0
0051,國立臺北商業大學,專科,越南,0,1,0,1,0,0
0051,國立臺北商業大學,專科,南非,1,1,0,2,0,0
0051,國立臺北商業大學,專科,加拿大,0,1,0,1,0,0
0051,國立臺北商業大學,專科,美國,1,2,0,3,0,0
0052,國立屏東大學,碩士,緬甸,0,1,0,1,0,0
0052,國立屏東大學,學士,緬甸,0,1,1,0,0,1
0052,國立屏東大學,學士,印尼,0,1,0,1,0,1
0052,國立屏東大學,學士,馬來西亞,24,36,33,27,1,7
0052,國立屏東大學,學士,新加坡,1,0,1,0,0,0
0052,國立屏東大學,學士,泰國,1,0,0,1,0,0
0052,國立屏東大學,學士,越南,2,0,1,1,0,0
0052,國立屏東大學,學士,墨西哥,0,1,0,1,0,0
0052,國立屏東大學,學士,阿根廷,0,1,0,1,0,0
1001,東海大學,碩士,日本,1,0,0,1,0,0
1001,東海大學,碩士,馬來西亞,1,1,0,2,1,1
1001,東海大學,碩士,菲律賓,0,0,0,0,0,1
1001,東海大學,學士,孟加拉,0,1,0,1,0,0
1001,東海大學,學士,印尼,13,11,6,18,1,3
1001,東海大學,學士,日本,1,1,0,2,1,0
1001,東海大學,學士,南韓,0,0,0,0,1,0
1001,東海大學,學士,馬來西亞,69,62,20,111,8,8
1001,東海大學,學士,泰國,0,2,0,2,1,0
1001,東海大學,學士,越南,2,1,0,3,1,0
1001,東海大學,學士,汶萊,0,2,0,2,0,0
1001,東海大學,學士,紐西蘭,1,0,0,1,0,0
1001,東海大學,學士,模里西斯,0,1,0,1,0,0
1001,東海大學,學士,南非,1,0,0,1,0,0
1001,東海大學,學士,瓜地馬拉,0,0,0,0,0,1
1001,東海大學,學士,尼加拉瓜,1,0,0,1,0,0
1001,東海大學,學士,美國,1,1,0,2,1,0
1001,東海大學,學士,阿根廷,0,0,0,0,1,0
1001,東海大學,學士,委內瑞拉,0,0,0,0,1,0
1002,輔仁大學,博士,馬來西亞,1,0,0,1,0,0
1002,輔仁大學,碩士,印尼,1,1,1,1,0,0
1002,輔仁大學,碩士,馬來西亞,7,5,4,8,0,0
1002,輔仁大學,碩士,南非,0,1,0,1,0,0
1002,輔仁大學,碩士,加拿大,1,1,0,2,0,0
1002,輔仁大學,碩士,瓜地馬拉,0,1,0,1,0,0
1002,輔仁大學,碩士,厄瓜多,0,1,0,1,0,0
1002,輔仁大學,碩士,巴拉圭,0,0,0,0,0,1
1002,輔仁大學,學士,巴林,0,1,0,1,0,0
1002,輔仁大學,學士,緬甸,0,1,0,1,1,0
1002,輔仁大學,學士,印尼,6,3,3,6,0,0
1002,輔仁大學,學士,日本,5,5,2,8,0,0
1002,輔仁大學,學士,南韓,0,5,2,3,0,0
1002,輔仁大學,學士,馬來西亞,61,90,38,113,10,17
1002,輔仁大學,學士,菲律賓,0,1,0,1,0,0
1002,輔仁大學,學士,沙烏地阿拉伯,0,1,0,1,0,0
1002,輔仁大學,學士,新加坡,2,0,1,1,1,1
1002,輔仁大學,學士,泰國,1,6,2,5,0,2
1002,輔仁大學,學士,越南,1,0,0,1,0,0
1002,輔仁大學,學士,紐西蘭,0,2,1,1,0,0
1002,輔仁大學,學士,模里西斯,0,1,0,1,0,0
1002,輔仁大學,學士,南非,1,1,0,2,0,0
1002,輔仁大學,學士,加拿大,1,2,0,3,0,3
1002,輔仁大學,學士,多明尼加,0,0,0,0,1,0
1002,輔仁大學,學士,瓜地馬拉,0,1,1,0,0,0
1002,輔仁大學,學士,墨西哥,0,1,0,1,0,0
1002,輔仁大學,學士,美國,8,2,0,10,0,0
1002,輔仁大學,學士,阿根廷,0,1,0,1,0,1
1002,輔仁大學,學士,厄瓜多,0,1,0,1,0,0
1002,輔仁大學,學士,巴拉圭,0,1,0,1,0,0
1003,東吳大學,碩士,馬來西亞,0,0,0,0,0,1
1003,東吳大學,碩士,南非,0,1,0,1,1,0
1003,東吳大學,碩士,加拿大,0,0,0,0,1,1
1003,東吳大學,學士,緬甸,0,1,0,1,0,0
1003,東吳大學,學士,印尼,1,4,2,3,0,0
1003,東吳大學,學士,日本,1,2,0,3,0,2
1003,東吳大學,學士,南韓,2,8,2,8,0,0
1003,東吳大學,學士,馬來西亞,38,30,26,42,3,3
1003,東吳大學,學士,新加坡,1,0,0,1,0,1
1003,東吳大學,學士,泰國,3,3,1,5,0,0
1003,東吳大學,學士,越南,2,2,1,3,0,0
1003,東吳大學,學士,澳大利亞,1,0,1,0,0,0
1003,東吳大學,學士,南非,0,0,0,0,0,1
1003,東吳大學,學士,加拿大,1,0,1,0,0,0
1003,東吳大學,學士,多明尼加,1,0,0,1,0,0
1003,東吳大學,學士,美國,2,2,0,4,0,0
1003,東吳大學,學士,厄瓜多,0,1,0,1,0,0
1003,東吳大學,學士,秘魯,0,1,0,1,0,0
1004,中原大學,碩士,印尼,1,0,0,1,0,1
1004,中原大學,碩士,馬來西亞,0,0,0,0,0,1
1004,中原大學,碩士,越南,0,2,0,2,0,1
1004,中原大學,學士,緬甸,1,0,0,1,0,1
1004,中原大學,學士,印尼,20,30,23,27,1,5
1004,中原大學,學士,日本,0,0,0,0,0,1
1004,中原大學,學士,馬來西亞,31,30,24,37,4,1
1004,中原大學,學士,沙烏地阿拉伯,0,1,1,0,0,0
1004,中原大學,學士,泰國,1,2,1,2,0,0
1004,中原大學,學士,越南,2,5,1,6,0,1
1004,中原大學,學士,汶萊,1,0,0,1,0,0
1004,中原大學,學士,瑞典,0,1,1,0,0,0
1004,中原大學,學士,美國,1,1,1,1,0,0
1005,淡江大學,博士,馬來西亞,0,1,0,1,0,0
1005,淡江大學,博士,美國,0,1,0,1,0,0
1005,淡江大學,碩士,緬甸,0,1,0,1,0,0
1005,淡江大學,碩士,馬來西亞,3,2,1,4,1,0
1005,淡江大學,碩士,泰國,0,1,0,1,0,0
1005,淡江大學,碩士,加拿大,1,0,1,0,0,0
1005,淡江大學,碩士,美國,1,0,0,1,0,0
1005,淡江大學,學士,緬甸,2,3,2,3,0,0
1005,淡江大學,學士,印尼,11,14,10,15,1,3
1005,淡江大學,學士,日本,5,3,3,5,0,1
1005,淡江大學,學士,南韓,6,6,3,9,1,0
1005,淡江大學,學士,科威特,1,0,0,1,0,0
1005,淡江大學,學士,寮國,0,1,0,1,0,0
1005,淡江大學,學士,馬來西亞,115,92,62,145,11,10
1005,淡江大學,學士,新加坡,0,1,0,1,0,0
1005,淡江大學,學士,泰國,1,3,1,3,0,3
1005,淡江大學,學士,越南,3,5,4,4,0,1
1005,淡江大學,學士,汶萊,0,1,0,1,0,0
1005,淡江大學,學士,澳大利亞,0,0,0,0,1,0
1005,淡江大學,學士,象牙海岸,1,0,0,1,0,0
1005,淡江大學,學士,南非,1,1,1,1,0,0
1005,淡江大學,學士,英國,1,0,0,1,0,0
1005,淡江大學,學士,加拿大,6,2,1,7,1,0
1005,淡江大學,學士,哥斯大黎加,2,0,0,2,0,0
1005,淡江大學,學士,多明尼加,0,2,0,2,1,0
1005,淡江大學,學士,薩爾瓦多,0,0,0,0,1,0
1005,淡江大學,學士,瓜地馬拉,0,0,0,0,1,1
1005,淡江大學,學士,美國,5,2,3,4,1,0
1005,淡江大學,學士,阿根廷,0,2,1,1,0,0
1005,淡江大學,學士,巴西,0,3,1,2,0,0
1005,淡江大學,學士,厄瓜多,1,0,0,1,0,0
1005,淡江大學,學士,委內瑞拉,1,1,1,1,0,0
1006,中國文化大學,碩士,印度,1,0,0,1,0,0
1006,中國文化大學,碩士,印尼,0,1,0,1,0,0
1006,中國文化大學,碩士,南韓,1,1,0,2,0,0
1006,中國文化大學,碩士,馬來西亞,2,1,0,3,0,1
1006,中國文化大學,學士,緬甸,0,2,0,2,0,0
1006,中國文化大學,學士,印尼,10,10,4,16,1,1
1006,中國文化大學,學士,日本,3,3,0,6,0,1
1006,中國文化大學,學士,南韓,7,10,1,16,1,0
1006,中國文化大學,學士,馬來西亞,68,85,32,121,13,14
1006,中國文化大學,學士,菲律賓,1,1,2,0,0,0
1006,中國文化大學,學士,新加坡,1,0,1,0,0,1
1006,中國文化大學,學士,泰國,0,2,1,1,0,1
1006,中國文化大學,學士,越南,1,0,0,1,0,0
1006,中國文化大學,學士,澳大利亞,0,1,0,1,0,0
1006,中國文化大學,學士,帛琉,0,1,1,0,0,0
1006,中國文化大學,學士,荷蘭,1,0,0,1,0,0
1006,中國文化大學,學士,加拿大,3,0,1,2,0,0
1006,中國文化大學,學士,瓜地馬拉,0,1,0,1,0,0
1006,中國文化大學,學士,貝里斯,0,0,0,0,1,0
1006,中國文化大學,學士,美國,0,3,1,2,0,0
1006,中國文化大學,學士,巴西,0,0,0,0,1,0
1006,中國文化大學,學士,智利,1,0,0,1,0,0
1006,中國文化大學,學士,巴拉圭,1,0,0,1,0,0
1007,逢甲大學,碩士,印尼,0,1,1,0,0,1
1007,逢甲大學,碩士,馬來西亞,3,0,2,1,1,0
1007,逢甲大學,碩士,加拿大,0,0,0,0,1,0
1007,逢甲大學,學士,緬甸,1,0,0,1,0,0
1007,逢甲大學,學士,印尼,7,6,5,8,1,0
1007,逢甲大學,學士,日本,0,1,0,1,0,0
1007,逢甲大學,學士,南韓,1,0,1,0,0,0
1007,逢甲大學,學士,馬來西亞,119,51,40,130,14,4
1007,逢甲大學,學士,泰國,0,2,0,2,0,1
1007,逢甲大學,學士,越南,1,1,0,2,0,0
1007,逢甲大學,學士,南非,1,0,0,1,3,0
1007,逢甲大學,學士,瑞士,0,1,1,0,0,0
1007,逢甲大學,學士,加拿大,3,0,1,2,0,1
1007,逢甲大學,學士,哥斯大黎加,0,0,0,0,0,1
1007,逢甲大學,學士,美國,1,1,1,1,0,0
1007,逢甲大學,學士,厄瓜多,0,0,0,0,1,0
1007,逢甲大學,學士,巴拉圭,0,1,0,1,0,0
1008,靜宜大學,碩士,馬來西亞,2,0,0,2,0,0
1008,靜宜大學,碩士,美國,0,0,0,0,0,1
1008,靜宜大學,學士,印尼,1,6,0,7,0,0
1008,靜宜大學,學士,馬來西亞,20,36,16,40,5,2
1008,靜宜大學,學士,葉門,0,1,0,1,0,0
1008,靜宜大學,學士,加拿大,1,2,0,3,0,1
1008,靜宜大學,學士,薩爾瓦多,1,0,0,1,0,0
1008,靜宜大學,學士,瓜地馬拉,2,0,0,2,0,0
1008,靜宜大學,學士,宏都拉斯,2,0,0,2,0,0
1008,靜宜大學,學士,墨西哥,0,0,0,0,0,1
1009,長庚大學,博士,馬來西亞,1,0,0,1,0,0
1009,長庚大學,博士,阿根廷,1,0,0,1,0,0
1009,長庚大學,碩士,馬來西亞,1,1,1,1,0,1
1009,長庚大學,碩士,泰國,0,1,1,0,0,0
1009,長庚大學,碩士,多明尼加,1,0,1,0,0,0
1009,長庚大學,學士,緬甸,1,2,1,2,0,0
1009,長庚大學,學士,印尼,1,1,0,2,0,0
1009,長庚大學,學士,日本,1,0,0,1,0,0
1009,長庚大學,學士,南韓,4,2,1,5,0,0
1009,長庚大學,學士,馬來西亞,13,21,11,23,2,3
1009,長庚大學,學士,新加坡,3,4,0,7,0,0
1009,長庚大學,學士,泰國,2,1,1,2,0,1
1009,長庚大學,學士,越南,1,2,1,2,0,1
1009,長庚大學,學士,澳大利亞,1,0,0,1,0,0
1009,長庚大學,學士,紐西蘭,1,0,0,1,0,0
1009,長庚大學,學士,南非,0,1,0,1,0,0
1009,長庚大學,學士,加拿大,5,0,0,5,0,0
1009,長庚大學,學士,多明尼加,0,0,0,0,1,0
1009,長庚大學,學士,美國,5,4,3,6,0,0
1009,長庚大學,學士,巴西,0,1,0,1,0,0
1009,長庚大學,學士,巴拉圭,0,0,0,0,1,0
1010,元智大學,學士,緬甸,0,0,0,0,1,0
1010,元智大學,學士,印尼,1,4,1,4,0,0
1010,元智大學,學士,日本,0,2,0,2,0,0
1010,元智大學,學士,馬來西亞,20,11,6,25,5,1
1010,元智大學,學士,新加坡,1,0,0,1,0,0
1010,元智大學,學士,泰國,1,0,0,1,0,0
1010,元智大學,學士,南非,0,0,0,0,1,0
1010,元智大學,學士,美國,0,1,0,1,0,0
1010,元智大學,學士,阿根廷,0,1,0,1,0,0
1011,中華大學,學士,印尼,0,1,1,0,0,0
1011,中華大學,學士,馬來西亞,6,1,1,6,0,0
1012,大葉大學,學士,印尼,3,0,0,3,0,0
1012,大葉大學,學士,馬來西亞,4,5,3,6,2,0
1012,大葉大學,學士,薩爾瓦多,0,0,0,0,1,0
1012,大葉大學,學士,貝里斯,1,0,0,1,0,0
1013,華梵大學,碩士,巴西,0,1,0,1,0,0
1013,華梵大學,學士,馬來西亞,1,0,0,1,0,0
1013,華梵大學,學士,泰國,1,0,0,1,0,0
1013,華梵大學,學士,德國,1,0,0,1,0,0
1014,義守大學,碩士,馬來西亞,0,2,0,2,0,0
1014,義守大學,碩士,馬拉威,1,0,0,1,0,0
1014,義守大學,學士,印尼,3,7,6,4,2,0
1014,義守大學,學士,南韓,1,1,0,2,1,0
1014,義守大學,學士,馬來西亞,33,64,21,76,8,12
1014,義守大學,學士,越南,0,1,0,1,1,0
1014,義守大學,學士,馬拉威,0,1,1,0,0,0
1014,義守大學,學士,南非,2,1,0,3,0,0
1014,義守大學,學士,加拿大,1,0,0,1,0,0
1014,義守大學,學士,美國,2,0,0,2,1,0
1014,義守大學,學士,巴西,0,1,0,1,0,0
1015,世新大學,碩士,印尼,0,0,0,0,0,1
1015,世新大學,碩士,馬來西亞,0,2,1,1,0,0
1015,世新大學,碩士,加拿大,1,0,0,1,0,0
1015,世新大學,學士,印尼,2,8,3,7,3,1
1015,世新大學,學士,日本,0,0,0,0,0,1
1015,世新大學,學士,南韓,1,1,1,1,0,0
1015,世新大學,學士,馬來西亞,71,116,44,143,7,27
1015,世新大學,學士,新加坡,0,2,0,2,0,2
1015,世新大學,學士,泰國,1,1,0,2,0,0
1015,世新大學,學士,越南,1,3,4,0,0,0
1015,世新大學,學士,南非,1,0,0,1,0,0
1015,世新大學,學士,納米比亞,0,0,0,0,0,1
1015,世新大學,學士,加拿大,0,1,0,1,0,1
1015,世新大學,學士,美國,1,0,0,1,1,0
1016,銘傳大學,博士,加拿大,1,0,0,1,0,0
1016,銘傳大學,碩士,馬來西亞,1,1,2,0,0,0
1016,銘傳大學,碩士,美國,1,1,1,1,0,0
1016,銘傳大學,學士,緬甸,0,1,1,0,0,0
1016,銘傳大學,學士,印尼,9,16,7,18,1,3
1016,銘傳大學,學士,日本,2,1,0,3,1,0
1016,銘傳大學,學士,南韓,5,2,2,5,0,0
1016,銘傳大學,學士,馬來西亞,100,101,57,144,9,18
1016,銘傳大學,學士,菲律賓,1,0,0,1,0,0
1016,銘傳大學,學士,泰國,0,3,2,1,0,0
1016,銘傳大學,學士,越南,3,1,1,3,0,1
1016,銘傳大學,學士,巴布亞紐幾內亞,0,1,0,1,0,0
1016,銘傳大學,學士,南非,0,1,1,0,0,0
1016,銘傳大學,學士,法國,0,1,1,0,0,0
1016,銘傳大學,學士,義大利,0,1,0,1,0,0
1016,銘傳大學,學士,德國,0,1,0,1,0,0
1016,銘傳大學,學士,加拿大,1,0,1,0,0,0
1016,銘傳大學,學士,瓜地馬拉,0,1,0,1,0,0
1016,銘傳大學,學士,貝里斯,1,0,1,0,0,0
1016,銘傳大學,學士,美國,0,1,0,1,1,1
1016,銘傳大學,學士,巴西,1,1,1,1,0,0
1017,實踐大學,博士,馬來西亞,0,1,0,1,0,0
1017,實踐大學,碩士,馬來西亞,0,1,0,1,0,0
1017,實踐大學,學士,緬甸,0,1,0,1,0,1
